iter	RMSE
0	0.4496189843
1	0.4194707862
2	0.3922255353
3	0.3653578847
4	0.3392308554
5	0.3184523552
6	0.3007081052
7	0.2836562634
8	0.2682470143
9	0.2549748425
10	0.2422571202
11	0.230325221
12	0.2214863828
13	0.2134015099
14	0.2042081637
15	0.1962309133
16	0.1881403467
17	0.1802881852
18	0.1741211556
19	0.1693854426
20	0.1634243006
21	0.1593425012
22	0.1558601897
23	0.1519376497
24	0.1475812312
25	0.1446566439
26	0.140248827
27	0.1359950823
28	0.13321375
29	0.1292323216
30	0.1260087133
31	0.1230794705
32	0.1211315705
33	0.1194675396
34	0.116820127
35	0.114670911
36	0.1132949301
37	0.1123027265
38	0.1098405873
39	0.1086381968
40	0.1065542485
41	0.1049946304
42	0.1039927688
43	0.1026481305
44	0.1021455205
45	0.1013996909
46	0.1001473796
47	0.0986277948
48	0.0972973743
49	0.09637166275
50	0.09577452197
51	0.09472840447
52	0.09347887335
53	0.09182734144
54	0.09088571473
55	0.08969175273
56	0.08918581892
57	0.0889031722
58	0.08748608767
59	0.08616464085
60	0.08549803342
61	0.08526651509
62	0.08298001969
63	0.08268736391
64	0.08179452306
65	0.08148805167
66	0.08117233487
67	0.08082823608
68	0.07978155062
69	0.07897205174
70	0.07871908509
71	0.07829842408
72	0.07746334378
73	0.07609152727
74	0.07491852395
75	0.07372142064
76	0.07278074625
77	0.07154532836
78	0.07056512298
79	0.06973946395
80	0.06944952394
81	0.06835256582
82	0.06768064151
83	0.06719715594
84	0.06601578033
85	0.06474602539
86	0.06436299568
87	0.06410207978
88	0.06288550494
89	0.061456141
90	0.06028824447
91	0.06008427335
92	0.05995218376
93	0.05925556567
94	0.05899616384
95	0.05818238677
96	0.05805351649
97	0.05760830683
98	0.05748838374
99	0.05733019542
